"will","remove","you","free","charExclamation","charDollar","type"
0.84,0,1.78,0.1,0.07,0.053,"nonspam"
0,0,0.88,0,0,0,"nonspam"
0.37,0,1.12,0,0,0.054,"nonspam"
1.66,0,0,0,0,0.043,"nonspam"
0,0,0,0,0,0,"nonspam"
0.24,0,0.72,0,0,0,"nonspam"
0,0,2.38,0.29,0.344,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.42,0.21,1.49,0,0,0.069,"nonspam"
0,0,0,0,0,0,"nonspam"
0.83,0,0,0,0,0.009,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
2.24,0,0.99,0,0,0,"nonspam"
0,0,3.12,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.28,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.28,0,1.28,0,0,0.097,"nonspam"
2.32,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
2.6,0,2.6,0,0,0,"nonspam"
0.24,0,0.72,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.19,0,0,0,0,0,"nonspam"
1.43,0,0.71,0,0,0,"nonspam"
2.63,0,0,0,0.15,0,"nonspam"
0.63,0,0,0,0,0,"nonspam"
0,0,2.63,0,0,0,"nonspam"
5.55,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0.62,1.25,0,0.247,0.049,"nonspam"
0.76,0,1.27,0,0,0,"nonspam"
0,0,0.77,0,0,0,"nonspam"
0.25,0,4.02,0,0,0,"nonspam"
0,0,1.61,0,0,0,"nonspam"
0,0,1.86,0,0,0,"nonspam"
0,0,1.96,0,0,0,"nonspam"
2.99,0,1.19,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.61,0.05,0.71,0.1,0.029,0.021,"nonspam"
0,0,2.85,0,0.436,0,"nonspam"
0,0,0.6,0,0,0,"nonspam"
1.03,0,0.09,0,0,0,"nonspam"
1.25,0,0.62,0.62,0.103,0,"nonspam"
0.76,0,0.76,0,0,0,"nonspam"
1.09,0,0,0,0.05,0,"nonspam"
0.86,0,1.55,0,0,0,"nonspam"
1.97,0,0.79,0,0.128,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.79,0,0,0,0,0,"nonspam"
0.85,0,0.85,1.28,0,0,"nonspam"
2,0,1,0,0,0,"nonspam"
1.1,0,0.13,0,0,0,"nonspam"
2.5,0,0,0,0,0,"nonspam"
0,0,0.74,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.15,0,0.15,0,0.105,0.079,"nonspam"
0,0,3.33,0,0.195,0,"nonspam"
2,0,2,0,0,0,"nonspam"
0,0,0,4,0,0,"nonspam"
0.15,0,0.21,0,0,0.013,"nonspam"
1.17,0,0,0,0,0,"nonspam"
0.23,0,0.3,0,0,0.021,"nonspam"
0.23,0,0.23,0,0,0.016,"nonspam"
0.09,0,0.07,0.01,0,0.005,"nonspam"
0.19,0,0,0,0,0,"nonspam"
9.67,0,3.22,0,0,0,"nonspam"
1.23,0,0,0,0,0,"nonspam"
0,0,0.63,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,3.62,0.4,0.301,0,"nonspam"
1.72,0,0,0,0,0,"nonspam"
1.72,0,0,0,0,0,"nonspam"
1.67,0,0.83,0,0,0.069,"nonspam"
0,0,2.97,0,0,0,"nonspam"
0.36,0,0,0,0,0.125,"nonspam"
0,0,3.37,0,0,0,"nonspam"
0.37,0,2.61,0,0,0,"nonspam"
0,0,0,0,0.487,0,"nonspam"
0,0,3.2,0,0,0,"nonspam"
0.56,0,1.12,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.3,0,0,0,0,0,"nonspam"
0,0,8.69,0,0,0,"nonspam"
0,0,2.04,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.77,0,0,0,"nonspam"
1.61,0,3.22,0,0,0,"nonspam"
0,0,3.84,0,0,0,"nonspam"
1.58,0,0.79,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,14.28,0,0,0,"nonspam"
0,0,1.8,1.8,0.06,0,"nonspam"
0.38,0,0.31,0,0,0,"nonspam"
1.07,0,0.53,0,0.09,0,"nonspam"
0.72,0,1.44,0.48,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.27,0,0.63,0,0.111,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.81,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.22,0,1.84,0,0.327,0,"nonspam"
0,0,0.28,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,6.84,0,0.42,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.56,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.67,0,0.367,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.78,0,0,0,0,0,"nonspam"
0.75,0,0,0,0,0.331,"nonspam"
1.4,0,1.4,0,0,0,"nonspam"
0,0,0.71,0,0.244,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.19,0,0.312,0,"nonspam"
0,0,8.95,0,0,0,"nonspam"
0.17,0,0.02,0,0.126,0,"nonspam"
2.04,0,2.44,0,0.068,0,"nonspam"
0,0,0,0,0.177,0,"nonspam"
0,0,0,0,0.666,0,"nonspam"
0,0,0,0,0.209,0,"nonspam"
0,0,7.31,0,0,0,"nonspam"
0.37,0,0.37,0.37,0,0,"nonspam"
0,0,2.23,0,0.32,0,"nonspam"
0,0,1.19,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,2.06,0,0.216,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.14,0,2.29,0,0.596,0,"nonspam"
0,0,2.32,0,0.314,0,"nonspam"
2.63,0,2.63,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.6,0,3.01,0,0.085,0,"nonspam"
0,0,1,0,0.487,0,"nonspam"
0.66,0,0.6,0.06,0,0.008,"nonspam"
0,0,5,0,0.833,0,"nonspam"
0,0,1.49,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0.227,0,"nonspam"
0,0,0,0,0.263,0,"nonspam"
0,0,1.62,0,0.406,0,"nonspam"
0.7,0,3.52,0,0.1,0,"nonspam"
0,0,5.26,0,0,0,"nonspam"
0,0,0.61,0,0.098,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0.185,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.25,0,2.51,0.25,0.042,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0.68,3.42,0.34,0.048,0.048,"nonspam"
1.25,0,1.25,0,0,0,"nonspam"
0,0,2.56,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.72,0,4.37,0,0,0,"nonspam"
0.36,0,1.44,0.36,0.107,0,"nonspam"
0,0,1.47,0,0.484,0,"nonspam"
0.18,0,0.37,0,0.013,0,"nonspam"
0.24,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
3.57,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,7.5,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.23,0,1.19,0,0,0.158,"nonspam"
0,0,0,0,0,0,"nonspam"
0.12,0,0.12,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.14,0.14,0.28,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.24,0,0.01,0.021,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.25,0,1.03,0,0.02,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.97,0,0,0,"nonspam"
0.66,0,1.06,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.3,0,0.6,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.05,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.23,0,1.41,0,0.019,0,"nonspam"
0,0,2.94,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0.289,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.01,0,0.002,0.09,"nonspam"
2.63,0,0,0,0,0,"nonspam"
1.13,0,1.13,0,0.136,0,"nonspam"
0,0,0,0,0,0,"nonspam"
3.17,0,3.17,0,0,0,"nonspam"
0,0,3.03,0,0.476,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.17,0,0.17,0,0,0,"nonspam"
0.45,0,1.24,0,0,0.03,"nonspam"
1.78,1.78,3.57,0,0.586,0,"nonspam"
0.58,0,0,0,0.107,0,"nonspam"
0.06,0,0,0,0,0.166,"nonspam"
0,0,2.04,0,0.373,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.06,0,0,0,0,0,"nonspam"
1.06,0,0,0,0,0,"nonspam"
0.55,0,0,0,0,0,"nonspam"
0,0,1.28,0,0,0,"nonspam"
1.75,0,0.29,0,0.045,0,"nonspam"
0,0,2.4,0.6,0,0,"nonspam"
0,0,0.8,0,0.022,0.377,"nonspam"
1.04,0,0.68,0.24,0.071,0.071,"nonspam"
0.52,0,2.46,0,0.057,0,"nonspam"
0.29,0,0.39,0,0,0.041,"nonspam"
0.05,0,0.05,0.02,0,0.004,"nonspam"
0.17,0,0.22,0,0,0.016,"nonspam"
0.16,0,0.22,0,0,0.016,"nonspam"
0.81,0,0,0,0,0.053,"nonspam"
0,0,2.11,0,0,0,"nonspam"
0,0,5.55,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.27,0,1.1,0,0,0.084,"nonspam"
0,0,3.38,0,0,0.63,"nonspam"
0.87,0,0.87,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.85,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.47,0,0,0,0,0,"nonspam"
0,0,1.55,0,0,0,"nonspam"
2,0,2,0,0,0,"nonspam"
1.43,0,0,0,0,0,"nonspam"
0,0,1.49,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.12,0,2.24,0,0,0,"nonspam"
0,0,0,0,0,0.219,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,2.4,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.98,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,20,0,0,"nonspam"
0,0,1.7,0,0,0,"nonspam"
1.57,0,1.57,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.31,0,0.95,0,0,0,"nonspam"
0.94,0,0.18,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.32,0,0.97,0,0,0,"nonspam"
0.46,0,1.38,0,0,0,"nonspam"
0.65,0,0.55,0.25,0.022,0.058,"nonspam"
0.81,0,1.62,0,0.143,0,"nonspam"
1.4,0,1.4,0,0,0,"nonspam"
1.84,0,0,0,0,0,"nonspam"
0,0,0.78,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.51,0,0.07,0,0.031,0,"nonspam"
0.91,0,0,0,0,0,"nonspam"
0.33,0,0,0,0,0,"nonspam"
0.49,0,0.49,0,0,0,"nonspam"
0.42,0,1.28,0,0,0,"nonspam"
1.28,0,0,0,0,0,"nonspam"
1.01,0,2.53,0,0,0,"nonspam"
0,0,1.78,0,0,0,"nonspam"
0,0,4.91,0,0,0,"nonspam"
3.84,0,0,0,0.709,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,2.22,0,0,0,0.665,"nonspam"
0,2.22,0,0,0,0.665,"nonspam"
0,0,0.33,0,0,0,"nonspam"
1.06,0,1.06,0,0,0,"nonspam"
0.44,0,0.88,0,0,0,"nonspam"
0.51,0,1.03,0,0,0,"nonspam"
0.91,0,0.91,0,0,0,"nonspam"
0.15,0,0.21,0,0,0.014,"nonspam"
0,0,0.7,0,0,0,"nonspam"
1.39,0,0.23,0,0,0,"nonspam"
0.23,0,0.47,0.23,0,0,"nonspam"
1.31,0,6.57,0,0,0,"nonspam"
0.16,0,0.22,0,0,0.016,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.8,0,0.014,0.427,"nonspam"
0,0,0,0,0,0,"nonspam"
0.31,0,0.41,0,0,0.029,"nonspam"
0.33,0,0.44,0,0,0.031,"nonspam"
1.49,0,0,0,0,0,"nonspam"
0.13,0,0.1,0,0,0.007,"nonspam"
1.06,0,0,0,0,0,"nonspam"
0,0,1.88,0,0,0,"nonspam"
0,0,0,0,0.74,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.52,0,1.05,0,0.035,0.053,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,2.94,0,0,0,"nonspam"
1.69,0,0.48,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.31,0,1.26,0,0.048,0,"nonspam"
0.5,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,2.94,0,0.505,0,"nonspam"
0,0,0.83,0,0,0,"nonspam"
0.28,0,1.42,0.85,0.282,0.242,"nonspam"
0.85,0.14,0.85,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,2.63,0,0,0,"nonspam"
0,0,4,1,0,0,"nonspam"
1.62,0,0,0,0.083,0,"nonspam"
0,0,2.41,0.8,0,0,"nonspam"
0.55,0,0,0,0,0,"nonspam"
0,0,0,0,0.271,0,"nonspam"
0,0,0.43,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
2.38,0,2.38,1.19,0.2,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.45,0,0.9,0,0,0,"nonspam"
0.26,0,0,0,0,0,"nonspam"
0.64,0,0.96,0,0.021,0.063,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0.037,0,"nonspam"
1.49,0,0,0,0,0.066,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.25,0,6.25,0,0,0,"nonspam"
0.34,0,0.26,0,0,0.013,"nonspam"
0,0,0,0,0,0,"nonspam"
4.54,0,0,0,0,0,"nonspam"
0,0,3.7,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.35,0,0.35,0,0,0,"nonspam"
1.38,0,1.94,0.13,0.025,0,"nonspam"
0.48,0,0,0,0.119,0.059,"nonspam"
0.69,0,0.69,0.14,0.014,0.044,"nonspam"
0.64,0,1.28,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.97,0,0,0,"nonspam"
0,0,1.72,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,4.16,0,0,0,"nonspam"
0.92,0,0,0,0,0.011,"nonspam"
0,0,2.38,0,0,0,"nonspam"
1.68,0,1.68,0.42,0,0,"nonspam"
0.84,0,4.2,0,0,0,"nonspam"
0.81,0,0.65,0,0.057,0.022,"nonspam"
0,0,1.66,0,0.304,0,"nonspam"
3.57,0,1.78,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,4.5,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,2.03,0,0.094,0,"nonspam"
2.4,0,4.81,0,0,0,"nonspam"
0,0,3.09,0,0.193,0,"nonspam"
0,0,1.2,0,0.237,0,"nonspam"
0,0,0,0,0,0,"nonspam"
4.76,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.23,0,2.87,0.23,0.37,0.205,"nonspam"
0,0,0,0,0,0,"nonspam"
0.45,0,0.45,0,0,0.032,"nonspam"
0.34,0,0.46,0,0,0.031,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,3.7,0,0,"nonspam"
1.19,0,2.97,0,0.102,0,"nonspam"
0.26,0,0.35,0,0,0.024,"nonspam"
0.15,0,0.2,0,0,0.014,"nonspam"
0.25,0,0.34,0.08,0,0.024,"nonspam"
4.09,0,0,0,0,0,"nonspam"
1.48,0,0.15,0.07,0,0.043,"nonspam"
5.88,0,0,0,1.098,0,"nonspam"
0,0,0,0,0.173,0,"nonspam"
0,0,1.49,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.26,0,0.178,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.13,0,0.26,0.13,0.04,0.04,"nonspam"
1.07,0,1.07,0.26,0.043,0,"nonspam"
1.09,0,0.36,0,0,0,"nonspam"
0,0,1.36,0,0.387,0,"nonspam"
0,0,0.43,0,0.065,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0.391,0,"nonspam"
1.23,1.23,0,0,0.403,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.41,0,1.41,0,0,0,"nonspam"
0.3,0,0.22,0.02,0.015,0.041,"nonspam"
0,0,3.7,1.23,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.51,0,1.54,0.51,0.079,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.75,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
3.7,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.05,0,0.181,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.9,0,0.67,0,0,0.024,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.49,0,0,0,"nonspam"
0.64,0,0.32,0,0,0,"nonspam"
2.5,0,0,0,0,0,"nonspam"
5.88,0,0,0,0.961,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.28,0,2.05,0,0.039,0,"nonspam"
0,0,1.45,0,0.124,0,"nonspam"
0.71,0,0.9,0.03,0.028,0.016,"nonspam"
0,0,0,0,0,0.719,"nonspam"
0.34,0,0,0,0,0,"nonspam"
1.19,0,0.89,0,0,0,"nonspam"
0,0,0,0,0,0.724,"nonspam"
3.72,0,3.1,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0.35,0,0.056,0,"nonspam"
2.75,0,0,0,0,0,"nonspam"
0,0,5.66,0,0,0,"nonspam"
1.14,0,0,0,0,0.017,"nonspam"
2,0,2,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.9,0,0.9,0,0,0,"nonspam"
2.33,0,1.75,0.58,0.097,0,"nonspam"
0,0,1.45,0,0.109,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.23,0,0.47,0.23,0,0,"nonspam"
5,0,0,0,0,0,"nonspam"
3.7,0,0,0,0.74,0,"nonspam"
0.46,0,1.38,0,0,0,"nonspam"
0.8,0,4.8,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,2.81,0,0,0,"nonspam"
0,0,0.42,0,0.028,0.084,"nonspam"
0,0,4.08,0.68,0.523,0,"nonspam"
0.55,0,1.22,0.11,0.017,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0.37,3.75,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
2.7,0,2.7,0,0.444,0,"nonspam"
2.02,0,0,0,0,0,"nonspam"
0,0,4.76,0,0.8,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0.122,0,"nonspam"
1.4,0,0.06,0,0,0,"nonspam"
1.02,0,2.04,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.52,0,1.18,0.13,0,0,"nonspam"
3.63,0,0,0,0.153,0,"nonspam"
6.45,0,0,0,0.645,0,"nonspam"
1.17,0,2.35,0,0.414,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,2.4,0,0,0,"nonspam"
0,0,6.25,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.44,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,4.25,0,0,0,"nonspam"
0,0,3.03,0,0,0,"nonspam"
1.69,0,0,0,0,0,"nonspam"
1.3,0,0.97,0,0,0,"nonspam"
0,0,1.88,0,0.072,0,"nonspam"
0,0,2.53,0,0.208,0,"nonspam"
0.45,0,0.45,0.11,0,0.029,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,2.33,0,0.407,0.407,"nonspam"
4.65,0,0,0,0.448,0,"nonspam"
0.88,0.88,0.88,0,0,0,"nonspam"
0.63,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.54,0,0,0,0,0,"nonspam"
2.38,0,2.38,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.65,0,0,0,0,0,"nonspam"
0.64,0,0.32,0,0,0,"nonspam"
0,0,1.96,0,0,0,"nonspam"
0,0,1.96,0,0,0,"nonspam"
0,0,1.2,0,0,0,"nonspam"
3.33,0,1.11,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.32,0,0.224,0.336,"nonspam"
2.07,0,2.24,0.17,0,0,"nonspam"
1.19,0,0.1,0,0,0.031,"nonspam"
0.76,0,0,0,0.013,0.12,"nonspam"
2.89,0,0,0.57,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.4,0,1.4,0,0,0,"nonspam"
0.72,0,0.24,0,0,0,"nonspam"
1.39,0,0.23,0,0,0,"nonspam"
0,0.68,1.37,0,0,0,"nonspam"
2.32,0,2.51,0.19,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.21,0,0.85,0,0,0,"nonspam"
0.24,0,0.99,0,0,0.027,"nonspam"
0,0.23,0.23,0,0.149,0,"nonspam"
0,0,3.03,0,0,0,"nonspam"
3.75,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.98,0,0.19,0,0.112,0,"nonspam"
0,0,2.65,0,0,0,"nonspam"
0.41,0,1.04,0.27,0.029,0.048,"nonspam"
0.09,0,1.22,0,0.042,0,"nonspam"
0,0,1.37,0,0,0,"nonspam"
0,0,5.88,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
2.7,0,3.6,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.85,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.6,0,0,0,0,0,"nonspam"
0.33,0,1.35,0,0.056,0,"nonspam"
0.4,0,0.4,0,0,0.028,"nonspam"
0.5,0,0.25,0.02,0,0.018,"nonspam"
1.66,0,3.33,0,0,0,"nonspam"
0.5,0,0,0,0.122,0.061,"nonspam"
0,0,3.84,0,0,0,"nonspam"
0,0,1.98,0,0,0,"nonspam"
1.32,0,0.22,0,0,0.031,"nonspam"
0,0,0,0,0,0,"nonspam"
2.42,0,3.63,0.3,0.087,0,"nonspam"
2.9,0,0,0.58,0,0,"nonspam"
5.26,0,0,0,0.952,0,"nonspam"
0,0,4.22,0,0.229,0,"nonspam"
0,0,0,0,0,0,"nonspam"
1.28,0,2.56,0,0,0,"nonspam"
0,0,2.96,0,0.134,0,"nonspam"
0.77,0,0.38,0.19,0.022,0.045,"nonspam"
1.06,0,4.25,0,0,0,"nonspam"
0.68,0,0.68,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,1.84,0,0,0,"nonspam"
0,0,2.43,0,0.238,0,"nonspam"
2,0,2,0,0,0,"nonspam"
2.43,0,0,0,0,0,"nonspam"
2,0,0,0,0,0,"nonspam"
0,0,2.17,0,0,0,"nonspam"
0.56,0,0.12,0,0,0.043,"nonspam"
1.31,0,1.31,0,0,0,"nonspam"
0.76,0,0.38,0.19,0.022,0.044,"nonspam"
3,0,0,0,0,0,"nonspam"
1.69,0,1.69,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,6.38,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0.99,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
0,0,0,0,0,0,"nonspam"
